대분류코드,대분류명,중분류코드,중분류명,소분류코드,소분류명,,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1109,종양학(Oncology),110902,종양발생 및 발암관련기술(Tumorigenesis),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1109,종양학(Oncology),110903,종양역학 관련기술(Tumor epidemiology),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1109,종양학(Oncology),110904,종양치료기술(Anti-cancer therapy),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1109,종양학(Oncology),110999,기타 종양학 관련기술(Other oncology related technologies),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1110,혈액학(Hematology),111001,적혈구 관련기술(Erythrocyte),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1110,혈액학(Hematology),111002,백혈구 관련기술(Leukocyte),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1110,혈액학(Hematology),111003,혈소판 관련기술(Platelet),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1110,혈액학(Hematology),111004,골수이식 및 수혈기술(Bone marrow transplatation and transfusion),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1110,혈액학(Hematology),111005,혈액응고 관련기술(Blood coaggulation),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1110,혈액학(Hematology),111099,기타 혈액학 관련기술(Other hematology related technologies),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1111,심혈관학(Cardiology and angiology),111101,전기생리학 및 부정맥 질환 관련 기술(Electrophysiology and arrhythmia),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1111,심혈관학(Cardiology and angiology),111102,혈관생물학 및 재건 관련 기술(Vascular biology and reconstruction),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1111,심혈관학(Cardiology and angiology),111103,심혈관 생물리적 기술(Cardiovascular biophysics),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1111,심혈관학(Cardiology and angiology),111104,죽상동맥경화 및 지질대사 관련 기술 (Atherosclerosis/nutrition including lipid metabolism),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1111,심혈관학(Cardiology and angiology),111105,심부전 및 심장이식 관련 기술(Heart failure and transplantation),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1111,심혈관학(Cardiology and angiology),111199,기타 심혈관학 관련기술(Other cardiology and angiology related technologies),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1112,"내분비, 대사, 생식과학(Endocrinology, metabolism, reproductive science)",111201,"태아, 모성, 신생아 관련 생물리학적 기술(Fetal, maternal, and neonatal physiology)",,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1112,"내분비, 대사, 생식과학(Endocrinology, metabolism, reproductive science)",111202,내분비 세포 이식 기술(Endocrine cell transplantation),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1112,"내분비, 대사, 생식과학(Endocrinology, metabolism, reproductive science)",111203,내분비계의 기능 및 질환 관련 기술(Endocrine function and disease),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1112,"내분비, 대사, 생식과학(Endocrinology, metabolism, reproductive science)",111204,"생식 및 피임 관련 기술(Reproduction, fertility and contraception)",,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1112,"내분비, 대사, 생식과학(Endocrinology, metabolism, reproductive science)",111205,대사 및 대사성질환 관련 기술(Metabolism and metabolic diseases),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1112,"내분비, 대사, 생식과학(Endocrinology, metabolism, reproductive science)",111206,"임상영양학 및 비만 관련 기술(Nutrient metabolism, obesity and clinical nutrition)",,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1112,"내분비, 대사, 생식과학(Endocrinology, metabolism, reproductive science)",111299,"기타 내분비, 대사, 생식과학 관련기술(Other endocrinology, metabolism, reproductive science related t",,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1113,"근골격 및 피부 부속기(Bone, muscle, connective tissue, and skin)",111301,골 질환 관련기술(Bone),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1113,"근골격 및 피부 부속기(Bone, muscle, connective tissue, and skin)",111302,관절 질환 관련기술(Joint),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1113,"근골격 및 피부 부속기(Bone, muscle, connective tissue, and skin)",111303,근육 질환 관련기술(Muscle),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1113,"근골격 및 피부 부속기(Bone, muscle, connective tissue, and skin)",111304,피부 및 부속기 관련기술(Skin),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1113,"근골격 및 피부 부속기(Bone, muscle, connective tissue, and skin)",111305,운동생리 및 스포츠의학 관련기술(Exercise physiology and sports medicine),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1113,"근골격 및 피부 부속기(Bone, muscle, connective tissue, and skin)",111399,"기타 근골격 및 피부부속기 관련기술(Other bone, muscle, connective tissue, and skin related technolog",,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1114,소화기(Digestive science),111401,소화기 질환 관련기술(Gastrointestinal disease),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1114,소화기(Digestive science),111402,간·담도 질환 관련기술(Hepatobiliary disease),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1114,소화기(Digestive science),111403,"소화, 흡수 및 영양분 전달기술(Digestion, absorption, and nutrient transport)",,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1114,소화기(Digestive science),111499,기타 소화기 관련기술(Other digestive science related technologies),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1115,호흡기학(Pulmonary science),111501,호흡기의 구조 및 기능 관련기술(Pulmonary structure and function),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1115,호흡기학(Pulmonary science),111502,폐색성 폐질환 관련기술(Obstructive lung disease),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1115,호흡기학(Pulmonary science),111503,환경 및 직업성 호흡기질환 관련기술(Environmental and occupational pulmonary disease),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1115,호흡기학(Pulmonary science),111504,폐장 이식기술(Pulmonary transplantation),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1115,호흡기학(Pulmonary science),111505,호흡부전 관련기술(Respiratory failure),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1115,호흡기학(Pulmonary science),111506,간질성 폐질환 관련기술(Interstitial lung disease),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1115,호흡기학(Pulmonary science),111599,기타 호흡기학 관련기술(Other pulmonary science related technologies),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1116,신장 및 비뇨기과학(Renal and urological science),111601,신장의 구조 및 기능 관련기술(Renal structure and function),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1116,신장 및 비뇨기과학(Renal and urological science),111602,신장 이식기술(Renal transplantation),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1116,신장 및 비뇨기과학(Renal and urological science),111603,신장 질환 관련기술(Renal disease),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1116,신장 및 비뇨기과학(Renal and urological science),111604,신기능 보조기술(Renal function assistants),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1116,신장 및 비뇨기과학(Renal and urological science),111605,비뇨기 질환 관련기술(Urologic disease),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1116,신장 및 비뇨기과학(Renal and urological science),111699,기타 신장 및 비뇨기과학 관련기술(Other renal and urological science related technologies),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1117,외과학(Surgery),111701,마취기술(Anesthesia),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1117,외과학(Surgery),111702,수술 기법 관련기술(Surgical method),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1117,외과학(Surgery),111703,수술 연관 감염 방지 관련기술(Surgery associated Antiseptics),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1117,외과학(Surgery),111704,화상 및 외상 관련기술(Burn and trauma),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1117,외과학(Surgery),111799,기타 외과학 관련기술(Other surgery related technologies),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1118,신경과학(Neuroscience),111801,신경세포의 구조 및 기능 관련기술(Neuronal structure and function),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1118,신경과학(Neuroscience),111802,신경계 구조와 기능 관련기술(Nervous system structure and function),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1118,신경과학(Neuroscience),111803,시냅스 가소성 및 질환 관련기술(Synaptic plasticity),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1118,신경과학(Neuroscience),111804,신경세포 배양 및 이식기술(Neuronal culture and transplantation),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1118,신경과학(Neuroscience),111805,중추신경계 질환 관련기술(CNS disease),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1118,신경과학(Neuroscience),111806,말초신경계 질환 관련기술(PNS disease),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1118,신경과학(Neuroscience),111807,인식 및 지각과정 연구기술(Cognition and perception processing),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1118,신경과학(Neuroscience),111808,정상 및 비정상적 행동 관련기술(Normal and abnormal behavior),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1118,신경과학(Neuroscience),111809,통증 및 진통 관련기술(Pain control),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1118,신경과학(Neuroscience),111810,"시각, 청각, 기타 감각 관련기술(Visual, auditorial, and other sensory function)",,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1118,신경과학(Neuroscience),111811,기억력 형성 기전 연구기술(Memory formation),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1118,신경과학(Neuroscience),111899,기타 신경과학 관련기술(Other neuroscience related technologies),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1119,공중보건 및 예방의학(Public Health & Preventive Medicine),111901,역학(Epidemiology),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1119,공중보건 및 예방의학(Public Health & Preventive Medicine),111902,환경오염 및 분석(Environmental Pollution & Analysis),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1119,공중보건 및 예방의학(Public Health & Preventive Medicine),111903,공중보건(Public Health),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1119,공중보건 및 예방의학(Public Health & Preventive Medicine),111904,예방의학(Preventive Medicine),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1119,공중보건 및 예방의학(Public Health & Preventive Medicine),111905,산업의학(Occupational Medicine),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1120,정신과학(psychiatry),112001,정신분열병 및 기타 정신질환 관련기술(Schizophrenia and Other Psychotic Disorders,,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1120,정신과학(psychiatry),112002,치매 및 다른 인지장애 관련기술(dementia and other cognitive disorders),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1120,정신과학(psychiatry),112003,불안장애 관련기술(Anxiety Disorder),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1120,정신과학(psychiatry),112004,식사장애 관련기술(Eating Disorders),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1120,정신과학(psychiatry),112005,수면장애 관련기술(sleeping Disorder),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1120,정신과학(psychiatry),112006,술 및 물질중독 관련기술(Alcohol and substance relared disorder),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1120,정신과학(psychiatry),112007,정신과적 치료관련기술(psychiatric therapeutic intervention),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1120,정신과학(psychiatry),112099,기타 정신과학 관련기술(Other psychiatry related technologies),,,,,,,,,
11,기초 및 임상의학(Basic and clinical medicine),1199,기타 기초 및 임상의학 관련기술(Other basic and clinical medicine related technologies),119999,기타 기초 및 임상의학 관련기술(Other basic and clinical medicine related technologies),,,,,,,,,
12,한의학(Oriental medicine),1201,한의학적 기반기술(Infratechnology based on oriental medicine),120101,한의학 정보표준화기술(Standardization of oriental medicine information),,,,,,,,,
12,한의학(Oriental medicine),1201,한의학적 기반기술(Infratechnology based on oriental medicine),120102,통합한방의료정보망구축기술(Integrational information network of oriental medicine),,,,,,,,,
12,한의학(Oriental medicine),1201,한의학적 기반기술(Infratechnology based on oriental medicine),120103,한방의료정보 mining 및 맞춤형 정보제공 기술 (Mining technique for oriental medical information and p,,,,,,,,,
12,한의학(Oriental medicine),1201,한의학적 기반기술(Infratechnology based on oriental medicine),120104,한의학적 연구모형 개발기술(Development for research model based on oriental medicine),,,,,,,,,
12,한의학(Oriental medicine),1201,한의학적 기반기술(Infratechnology based on oriental medicine),120105,한약표준화 관련 기술 (.Standardization for oriental herb),,,,,,,,,
12,한의학(Oriental medicine),1201,한의학적 기반기술(Infratechnology based on oriental medicine),120106,한약 약효평가 및 작용기전 구명(究明) 기술 (Appreciation for oriental herb and investigation for oper,,,,,,,,,
12,한의학(Oriental medicine),1201,한의학적 기반기술(Infratechnology based on oriental medicine),120107,경락·경혈 작용기전 구명(究明) 기술(Investigation for meridian operation mechanism),,,,,,,,,
12,한의학(Oriental medicine),1201,한의학적 기반기술(Infratechnology based on oriental medicine),120199,기타 한의학적 기반기술 관련기술(Other infratechnology based on oriental medicine related technologie,,,,,,,,,
12,한의학(Oriental medicine),1202,한의학적 예방 및 건강증진 기술(Prevention and health promotion technology based on oriental medicine,120201,한방건강예측모형구축기술(Health estimate model based on oriental medicine),,,,,,,,,
12,한의학(Oriental medicine),1202,한의학적 예방 및 건강증진 기술(Prevention and health promotion technology based on oriental medicine,120202,한의학적 정신건강증진기술(Promotion for mental health based on oriental medicine),,,,,,,,,
12,한의학(Oriental medicine),1202,한의학적 예방 및 건강증진 기술(Prevention and health promotion technology based on oriental medicine,120203,기공 및 식이섭생을 이용한 건강증진기술(Health promotion by kigong therapy and diet care),,,,,,,,,
12,한의학(Oriental medicine),1202,한의학적 예방 및 건강증진 기술(Prevention and health promotion technology based on oriental medicine,120204,한의학을 이용한 태교 기술(Prenatal care based on oriental medicine),,,,,,,,,
12,한의학(Oriental medicine),1202,한의학적 예방 및 건강증진 기술(Prevention and health promotion technology based on oriental medicine,120299,기타 한의학적 예방 및 건강증진 관련기술(Other prevention and health promotion technology based on or,,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120301,한의학적 임상시험기술 (Clinical test based? on oriental medicine),,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120302,"한약을 이용한 뇌질환의 진단, 치료 및 평가기술(Diagnosis, treatment and evaluation methods of brain d",,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120303,"한약을 이용한 암의 진단, 치료 및 평가기술(Diagnosis, treatment and evaluation methods of cancer by o",,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120304,"한약을 이용한 골관절질환의 진단, 치료 및 평가기술(Diagnosis, treatment and evaluation methods of bon",,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120305,"한약을 이용한 면역계질환의 진단, 치료 및 평가기술(Diagnosis, treatment and evaluation methods of imm",,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120306,"한약을 이용한 내분비계질환의 진단, 치료 및 평가기술(Diagnosis, treatment and evaluation methods of e",,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120307,"한약을 이용한 기타 질환의 진단, 치료 및 평가기술(Diagnosis, treatment and evaluation methods of othe",,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120308,"침을 이용한 진단, 치료 및 평가기술(Diagnosis, treatment and evaluation methods by acupuncture)",,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120309,"약침을 이용한 진단, 치료 및 평가기술(Diagnosis, treatment and evaluation methods by acqua- acupunctu",,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120310,"뜸을 이용한 진단, 치료 및 평가기술(Diagnosis, treatment and evaluation methods by moxibustion)",,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120311,"부항을 이용한 진단, 치료 및 평가기술(Diagnosis, treatment and evaluation methods by cupping a boil)",,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120312,"추나를 이용한 진단, 치료 및 평가기술(Diagnosis, treatment and evaluation methods by massotherapy)",,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120313,체질 진단 및 치료기술(Constitutional diagnosis and treatment),,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120314,한의학적 진단기기 활용기술(Application methods for diagnosis machinery of oriental medicine),,,,,,,,,
12,한의학(Oriental medicine),1203,한의학 진단· 치료 및 평가 기술(Diagnosis ·treatment and evaluation technique based on oriental med,120399,기타 한의학적 진단·치료 및 평가 관련기술(Other diagnosis ·treatment and evaluation technique based,,,,,,,,,
12,한의학(Oriental medicine),1204,다학제간 협력기술(Multidisciplinary cooperation technique),120401,동서의학 협력진료 및 모형개발기술(East-west medicine cooperation diagnosis and model development),,,,,,,,,
12,한의학(Oriental medicine),1204,다학제간 협력기술(Multidisciplinary cooperation technique),120402,생명과학 응용 및 적용기술(Bio-science application on oriental medicine),,,,,,,,,
12,한의학(Oriental medicine),1204,다학제간 협력기술(Multidisciplinary cooperation technique),120403,한방치료용 신소재 개발기술(New materials? development methods for oriental medicine treatment),,,,,,,,,
12,한의학(Oriental medicine),1204,다학제간 협력기술(Multidisciplinary cooperation technique),120404,한방진단기기 개발기술(Development for oriental medicine diagnosis machine ),,,,,,,,,
12,한의학(Oriental medicine),1204,다학제간 협력기술(Multidisciplinary cooperation technique),120405,한의학의 생활환경 적용 기술(Application for oriental medical life environment ),,,,,,,,,
12,한의학(Oriental medicine),1204,다학제간 협력기술(Multidisciplinary cooperation technique),120499,기타 다학제간 협력 관련기술(Other multidisciplinary cooperation related technologies),,,,,,,,,
12,한의학(Oriental medicine),1205,기타 한의학 관련기술(Other oriental medicine related technologies),120599,기타 한의학 관련기술 (Other oriental medicine related technologies),,,,,,,,,
